VIN,CarYear,Color,VehBody,EngineType,Make,Miles,Odometer,Brand,VehType,LocationNum,CarType,EngineLiters,FuelType,Transmission,SaleLoc,PurchVal
4T1BE46K47U585030,2007,Gray,4 Door,4 Cylinder,CAMRY NEW GENERATION,101439,Inaccurate,TOYOTA,Passenger,368,Mid-size,2.4L,Gasoline,Automatic,368,4900
1FAHP24W68G141379,2008,Gray,4 Door,6 Cylinder,TAURUS SEL               ,118990,Accurate,FORD,Passenger,442,Mid-size,3.5L,Gasoline,Automatic,442,4300
1GNDV23W68D202691,2008,Brown,Van,6 Cylinder,UPLANDER LS              ,98866,Accurate,CHEVROLET,Truck,404,Van,3.9L,Flex - Fuel,Automatic,404,5800
5NMSH13E88H148598,2008,Blue,SUV,6 Cylinder,SANTA FE                 ,116365,Accurate,HYUNDAI,Truck,318,SUV,3.3L,Gasoline,Automatic,318,5150
2G1WB58K379371380,2007,White,4 Door,6 Cylinder,IMPALA LS                ,120080,Accurate,CHEVROLET,Passenger,374,Full-size,3.5L,Flex - Fuel,Automatic,374,4200
JA32U2FU9AU002258,2010,Red,4 Door,4 Cylinder,LANCER                   ,89808,Accurate,MITSUBISHI,Passenger,362,Compact,2.0L,Gasoline,Automatic,362,4620
2G1WT58K789263522,2008,Silver,4 Door,6 Cylinder,IMPALA LT                ,121499,Accurate,CHEVROLET,Passenger,434,Full-size,3.5L,Flex - Fuel,Automatic,434,5800
1D7HG42N94S516369,2004,Red,Truck,8 Cylinder,DAKOTA SLT               ,145037,Accurate,DODGE,Truck,454,Compact Truck,4.7L,Gasoline,Automatic,454,5170
2FMDK36C88BA36328,2008,White,SUV,6 Cylinder,EDGE,111891,Accurate,FORD,Truck,77,SUV,3.5L,Gasoline,Automatic,77,7600
1D8GU58K67W602531,2007,Gold,SUV,6 Cylinder,NITRO,107982,Inaccurate,DODGE,Truck,69,SUV,3.7L,Gasoline,Automatic,69,4135
5GADV33117D211723,2007,White,Van,6 Cylinder,TERRAZA CXL              ,127743,Accurate,BUICK,Truck,149,Van,3.9L,Gasoline,Automatic,149,4800
1D4GP45R15B387083,2005,Silver,Van,6 Cylinder,CARAVAN                  ,99677,Accurate,DODGE,Truck,296,Van,3.3L,Gasoline,Automatic,296,3600
1FMCU0F76DUA37196,2013,BLACK,SUV,4 Cylinder,ESCAPE,107064,Accurate,FORD,Truck,76,SUV,2.5L,Gasoline,Automatic,76,8630
2MEFM75W73X624600,2003,Gray,4 Door,8 Cylinder,GRAND MARQUIS LS         ,106673,Accurate,MERCURY,Passenger,59,Full-size,4.6L,Gasoline,Automatic,59,4250
3A8FY58B58T149159,2008,White,Van,4 Cylinder,PT CRUISER TOURING ED    ,105226,Accurate,CHRYSLER,Truck,86,Mid-size,2.4L,Gasoline,Automatic,86,4500
1G1AT58H297112525,2009,Blue,4 Door,4 Cylinder,COBALT LT                ,72618,Accurate,CHEVROLET,Passenger,291,Compact,2.2L,Gasoline,Automatic,291,5300
JM1BK12F871626717,2007,Silver,4 Door,4 Cylinder,MAZDA3I                  ,82020,Accurate,MAZDA,Passenger,168,Compact,2.0L,Gasoline,5-Speed,168,5300
1FAFP34N27W145373,2007,Gray,4 Door,4 Cylinder,FOCUS ZX4 S/SE/SES       ,38500,Accurate,FORD,Passenger,57,Compact,2.0L,Gasoline,Automatic,57,5000
1G8AJ55F16Z194189,2006,Silver,4 Door,4 Cylinder,ION,101408,Accurate,SATURN,Passenger,310,Compact,2.2L,Gasoline,Automatic,310,2820
KM8SC13E64U736965,2004,Blue,SUV,6 Cylinder,SANTA FE GLS/LX          ,62873,Accurate,HYUNDAI,Truck,409,SUV,3.5L,Gasoline,Automatic,409,5875
1FMZK02146GA29519,2006,Green,SUV,6 Cylinder,FREESTYLE SEL            ,94912,Accurate,FORD,Truck,382,Van,3.0L,Gasoline,Automatic,382,5700
3G5DA03L86S586833,2006,Black,SUV,6 Cylinder,RENDEZVOUS CX/CXL        ,77717,Accurate,BUICK,Truck,398,SUV,3.5L,Gasoline,Automatic,398,4865
1FMYU02Z46KA84822,2006,Red,SUV,4 Cylinder,ESCAPE XLS               ,130721,Accurate,FORD,Truck,432,SUV,2.3L,Gasoline,Automatic,432,3535
1G1JC52F557169870,2005,Red,4 Door,4 Cylinder,CAVALIER                 ,115175.375,Accurate,CHEVROLET,Passenger,524,Compact,2.2L,Gasoline,Automatic,524,5800
1G8AJ55F16Z129231,2006,Gray,4 Door,4 Cylinder,ION LEVEL 2              ,78529,Accurate,SATURN,Passenger,77,Compact,2.2L,Gasoline,Automatic,77,4000
2G1WT55N981261039,2008,Red,4 Door,6 Cylinder,IMPALA                   ,94937,Accurate,CHEVROLET,Passenger,404,Full-size,3.5L,Gasoline,Automatic,404,5800
1D7HA18K77J519679,2007,Silver,Truck,6 Cylinder,RAM 1500 QUAD ST         ,112307,Accurate,DODGE,Truck,406,Full-Size Truck,3.7L,Gasoline,Automatic,406,7380
2C4RDGCG9CR358124,2012,RED,Van,6 Cylinder,GRAND CARAVAN,139933,Accurate,DODGE,Truck,79,Van,3.6L,Flex - Fuel,Automatic,79,6175
1GNES16S646145245,2004,Black,SUV,6 Cylinder,TRAILBLAZER EXT LS/LT    ,132423,Accurate,CHEVROLET,Truck,9,SUV,4.2L,Gasoline,Automatic,9,4330
5FNRL38425B102528,2005,White,Van,6 Cylinder,ODYSSEY EX               ,129978,Accurate,HONDA,Truck,406,Van,3.5L,Gasoline,Automatic,406,5800
1N4AL21E59N552701,2009,Silver,4 Door,4 Cylinder,ALTIMA,106160,Accurate,NISSAN,Passenger,442,Mid-size,2.5L,Gasoline,Automatic,442,5030
1G1AT58H097110384,2009,Grey,4 Door,4 Cylinder,COBALT LT                ,83904,Accurate,CHEVROLET,Passenger,237,Compact,2.2L,Gasoline,Automatic,237,4815
1G2NF52E74M601399,2004,Red,4 Door,6 Cylinder,GRAND AM SE1             ,119394,Accurate,PONTIAC,Passenger,9,Mid-size,3.4L,Gasoline,Automatic,9,1500
2CKDL33F586284344,2008,Black,SUV,6 Cylinder,TORRENT                  ,107653,Accurate,PONTIAC,Truck,148,SUV,3.4L,Gasoline,Automatic,148,4500
KMHCM46C19U339460,2009,Silver,4 Door,4 Cylinder,ACCENT GLS               ,102745,Accurate,HYUNDAI,Passenger,388,Compact,1.6L,Gasoline,Automatic,388,4900
KMHWF35H33A856492,2003,White,4 Door,6 Cylinder,SONATA                   ,87020,Accurate,HYUNDAI,Passenger,498,Full-size,2.7L,Gasoline,Automatic,498,4000
1G1ZU648X5F137460,2005,Burgundy,4 Door,6 Cylinder,MALIBU MAXX LT           ,114163,Accurate,CHEVROLET,Passenger,440,Mid-size,3.5L,Gasoline,Automatic,440,5250
1G1ZA5EU2BF312648,2011,Gold,4 Door,4 Cylinder,MALIBU                   ,94524,Accurate,CHEVROLET,Passenger,518,Mid-size,2.4L,Flex - Fuel,Automatic,518,5525
2CNDL13F276018771,2007,Gold,SUV,6 Cylinder,EQUINOX LS               ,116682,Accurate,CHEVROLET,Truck,441,SUV,3.4L,Gasoline,Automatic,441,5303
KNDJT2A20A7121918,2010,Red,SUV,4 Cylinder,SOUL                     ,125193,Accurate,KIA,Truck,488,Compact,2.0L,Gasoline,Automatic,488,5045
1B3HB48B28D636600,2008,Orange,2 Door,4 Cylinder,CALIBER                  ,88538,Accurate,DODGE,Passenger,409,Mid-size,2.0L,Gasoline,5-Speed,409,3535
1FMCU931X8KA48109,2008,Grey,SUV,6 Cylinder,ESCAPE,112623,Accurate,FORD,Truck,504,SUV,3.0L,Gasoline,Automatic,504,4750
2G1WF52E129205388,2002,Gold,4 Door,6 Cylinder,IMPALA                   ,75392.66667,Accurate,CHEVROLET,Passenger,82,Full-size,3.4L,Gasoline,Automatic,82,4700
1B3CB4HA3AD571635,2010,Orange,2 Door,4 Cylinder,CALIBER                  ,118472,Accurate,DODGE,Passenger,308,Mid-size,2.0L,Gasoline,Automatic,308,3680
1G8ZV57708F194072,2008,Beige,4 Door,6 Cylinder,AURA,134059.3333,Accurate,SATURN,Passenger,432,Full-size,3.6L,Gasoline,Automatic,432,2385
1GNDS13S042325697,2004,Black,SUV,6 Cylinder,TRAILBLAZER LS/LT        ,126929,Accurate,CHEVROLET,Truck,465,SUV,4.2L,Gasoline,Automatic,465,5400
3GSCL33P29S591621,2009,GRAY,SUV,4 Cylinder,VUE                      ,90663,Accurate,SATURN,Truck,77,SUV,2.4L,Gasoline,Automatic,77,5800
1D4GP24R34B553561,2004,Blue,Van,6 Cylinder,GRAND CARAVAN SE         ,125976.6667,Accurate,DODGE,Truck,69,Van,3.3L,Gasoline,Automatic,69,1000
1GNDT13S252261516,2005,Black,SUV,6 Cylinder,TRAILBLAZER LS/LT        ,135075,Accurate,CHEVROLET,Truck,79,SUV,4.2L,Gasoline,Automatic,79,5000
5FNRL18683B034464,2003,Silver,Van,6 Cylinder,ODYSSEY EX               ,127946,Accurate,HONDA,Truck,472,Van,3.5L,Gasoline,Automatic,472,9585
1FMZU64K03UC78674,2003,Black,SUV,6 Cylinder,EXPLORER EDDIE BAUER     ,133507,Accurate,FORD,Truck,341,SUV,4.0L,Flex - Fuel,Automatic,341,4700
1MEHM42137G602508,2007,Beige,4 Door,6 Cylinder,MONTEGO,80604,Accurate,MERCURY,Passenger,302,Full-size,3.0L,Gasoline,Automatic,302,6750
KMHDN45D63U662972,2003,GOLD,4 Door,4 Cylinder,ELANTRA GLS/GT           ,115888,Accurate,HYUNDAI,Passenger,364,Mid-size,2.0L,Gasoline,Automatic,364,3900
1GNDT13S542386010,2004,White,SUV,6 Cylinder,TRAILBLAZER              ,124101,Accurate,CHEVROLET,Truck,117,SUV,4.2L,Gasoline,Automatic,117,5200
1ZVBP8AM1C5287681,2012,WHITE,2 Door,6 Cylinder,MUSTANG                  ,116542,Accurate,FORD,Passenger,404,Mid-size,3.7L,Gasoline,Automatic,404,7900
1G2NE52F94M530914,2004,Silver,4 Door,4 Cylinder,GRAND AM SE              ,100831,Accurate,PONTIAC,Passenger,468,Mid-size,2.2L,Gasoline,Automatic,468,2120
JTNBE46K973085306,2007,Blue,4 Door,4 Cylinder,CAMRY NEW GENERATION,108728.6667,Accurate,TOYOTA,Passenger,402,Mid-size,2.4L,Gasoline,Automatic,402,5000
2A8GP54L07R207301,2007,Red,Van,6 Cylinder,TOWN & COUNTRY TOURING ED,72292,Accurate,CHRYSLER,Truck,466,Van,3.8L,Gasoline,Automatic,466,4300
1FMZU62K45UA37898,2005,Tan,SUV,6 Cylinder,EXPLORER XLS/XLS SPORT   ,123911,Accurate,FORD,Truck,432,SUV,4.0L,Flex - Fuel,Automatic,432,7474.4
1GKET16SX36110586,2003,Tan,SUV,6 Cylinder,ENVOY XL                 ,127804,Accurate,GMC,Truck,405,SUV,4.2L,Gasoline,Automatic,405,5500
2G1WT58K979408977,2007,Gray,4 Door,6 Cylinder,IMPALA LT                ,127907.5217,Accurate,CHEVROLET,Passenger,59,Full-size,3.5L,Flex - Fuel,Automatic,59,9564.68
1C3EL46XX5N684871,2005,Teal,4 Door,4 Cylinder,SEBRING                  ,79198,Accurate,CHRYSLER,Passenger,371,Mid-size,2.4L,Gasoline,Automatic,371,4000
1J4NF2GB9AD502131,2010,Blue,SUV,4 Cylinder,PATRIOT                  ,139328,Inaccurate,JEEP,Truck,437,SUV,2.4L,Gasoline,5-Speed,437,3230
1G1ZS52855F312832,2005,Black,4 Door,6 Cylinder,MALIBU                   ,106899,Accurate,CHEVROLET,Passenger,423,Mid-size,3.5L,Gasoline,Automatic,423,4140
2B3KA33G48H333858,2008,SILVER,4 Door,6 Cylinder,CHARGER                  ,111090,Accurate,DODGE,Passenger,81,Full-size,3.5L,Gasoline,Automatic,81,6000
1G2NF52E54C219488,2004,Grey,4 Door,6 Cylinder,GRAND AM SE1             ,109070,Accurate,PONTIAC,Passenger,69,Mid-size,3.4L,Gasoline,Automatic,69,3980
1B3HB48B98D755163,2008,Gray,4 Door,4 Cylinder,CALIBER                  ,111283,Accurate,DODGE,Passenger,225,Mid-size,2.0L,Gasoline,Automatic,225,4200
1G8ZS57N47F134348,2007,Silver,4 Door,6 Cylinder,AURA,109534,Accurate,SATURN,Passenger,80,Full-size,3.5L,Gasoline,Automatic,80,3700
1FAFP34N16W243714,2006,Green,4 Door,4 Cylinder,FOCUS ZX4                ,100826,Accurate,FORD,Passenger,86,Compact,2.0L,Gasoline,Automatic,86,5200
JTDJT923585169856,2008,Blue,2 Door,4 Cylinder,YARIS                    ,89748,Accurate,TOYOTA,Passenger,386,Compact,1.5L,Gasoline,Automatic,386,4500
5NPEU46F77H159088,2007,Silver,4 Door,6 Cylinder,SONATA SE/LIMITED,128803,Accurate,HYUNDAI,Passenger,199,Full-size,3.3L,Gasoline,Automatic,199,4800
1GNER33D29S164239,2009,White,SUV,6 Cylinder,TRAVERSE LTZ             ,128348,Accurate,CHEVROLET,Truck,77,SUV,3.6L,Gasoline,Automatic,77,8000
4T1BK36B95U062411,2005,Black,4 Door,6 Cylinder,AVALON,190915,Accurate,TOYOTA,Passenger,378,Full-size,3.5L,Gasoline,Automatic,378,4690
1HGFA16517L102207,2007,Silver,4 Door,4 Cylinder,CIVIC                    ,118877,Accurate,HONDA,Passenger,533,Compact,1.8L,Gasoline,Automatic,533,4400
3A8FY48B78T228875,2008,Silver,Van,4 Cylinder,PT CRUISER               ,102108,Accurate,CHRYSLER,Truck,454,Mid-size,2.4L,Gasoline,Automatic,454,4840
1J8FF47WX7D165835,2007,Blue,SUV,4 Cylinder,COMPASS SPORT            ,97089,Accurate,JEEP,Truck,444,SUV,2.4L,Gasoline,Automatic,444,6175
1GNDT13S032293023,2003,White,SUV,6 Cylinder,TRAILBLAZER              ,99689,Accurate,CHEVROLET,Truck,59,SUV,4.2L,Gasoline,Automatic,59,6040
1G1ZH57B98F242792,2008,Brown,4 Door,4 Cylinder,MALIBU 1LT               ,131763,Accurate,CHEVROLET,Passenger,148,Mid-size,2.4L,Gasoline,Automatic,148,5700
1G1AL58F287205395,2008,Grey,4 Door,4 Cylinder,COBALT LT                ,106684.6667,Accurate,CHEVROLET,Passenger,500,Compact,2.2L,Gasoline,Automatic,500,4175
KNAFE121665247703,2006,Silver,4 Door,4 Cylinder,NEW SPECTRA LX/EX        ,127142,Inaccurate,KIA,Passenger,291,Compact,2.0L,Gasoline,Automatic,291,3655
4A3AA46G33E068357,2003,TAN,4 Door,4 Cylinder,GALANT ES/LS             ,65870,Accurate,MITSUBISHI,Passenger,81,Mid-size,2.4L,Gasoline,Automatic,81,4000
2C3CDXBG3CH140049,2012,Grey,4 Door,6 Cylinder,CHARGER                  ,129885,Accurate,DODGE,Passenger,500,Full-size,3.6L,Flex - Fuel,Automatic,500,11355
1G1AK58F087165031,2008,White,4 Door,4 Cylinder,COBALT                   ,106895,Accurate,CHEVROLET,Passenger,300,Compact,2.2L,Gasoline,Automatic,300,3300
1GKDS13S762267247,2006,Tan,SUV,6 Cylinder,ENVOY                    ,171071,Accurate,GMC,Truck,500,SUV,4.2L,Gasoline,Automatic,500,3300
KNADH4A36B6921825,2011,Silver,4 Door,4 Cylinder,RIO                      ,90575,Accurate,KIA,Passenger,421,Compact,1.6L,Gasoline,Automatic,421,4842.45
1G1ND52J33M665901,2003,White,4 Door,6 Cylinder,MALIBU                   ,111951,Accurate,CHEVROLET,Passenger,185,Mid-size,3.1L,Gasoline,Automatic,185,3700
1J4GS48K65C525246,2005,Blue,SUV,6 Cylinder,GRAND CHEROKEE           ,126527,Accurate,JEEP,Truck,475,SUV,3.7L,Gasoline,Automatic,475,4630
KMHDU46D47U203950,2007,Silver,4 Door,4 Cylinder,ELANTRA GLS/SE/LTD       ,96485,Accurate,HYUNDAI,Passenger,402,Mid-size,2.0L,Gasoline,Automatic,402,6200
2G2WP522641338227,2004,SILVER,4 Door,6 Cylinder,GRAND PRIX GT            ,109778,Accurate,PONTIAC,Passenger,119,Full-size,3.8L,Gasoline,Automatic,119,5500
4T1BE46K77U526599,2007,Silver,4 Door,4 Cylinder,CAMRY NEW GENERATION,101893,Accurate,TOYOTA,Passenger,520,Mid-size,2.4L,Gasoline,Automatic,520,5135
1G1JF52F247187796,2004,Green,4 Door,4 Cylinder,CAVALIER LS              ,128912.25,Accurate,CHEVROLET,Passenger,261,Compact,2.2L,Gasoline,Automatic,261,1685
5GZCZ33D17S858870,2007,Gray,SUV,4 Cylinder,VUE                      ,99718,Accurate,SATURN,Truck,466,SUV,2.2L,Gasoline,Automatic,466,2580
1FAFP23196G136073,2006,White,4 Door,6 Cylinder,FIVE HUNDRED SE          ,119941.6667,Accurate,FORD,Passenger,409,Full-size,3.0L,Gasoline,Automatic,409,9480
2FMDK36C38BA66921,2008,ORANGE,SUV,6 Cylinder,EDGE,86255,Accurate,FORD,Truck,81,SUV,3.5L,Gasoline,Automatic,81,7000
1FAFP34N55W299296,2005,GRAY,4 Door,4 Cylinder,FOCUS ZX4                ,84318.33333,Accurate,FORD,Passenger,79,Compact,2.0L,Gasoline,Automatic,79,4850
1G1ZG57B584253254,2008,Blue,4 Door,4 Cylinder,MALIBU LS                ,98828,Accurate,CHEVROLET,Passenger,81,Mid-size,2.4L,Gasoline,Automatic,81,6500
1FAFP53U77A148643,2007,Silver,4 Door,6 Cylinder,TAURUS SE                ,120103,Accurate,FORD,Passenger,432,Mid-size,3.0L,Gasoline,Automatic,432,3770
1G1AK55F767724883,2006,Silver,4 Door,4 Cylinder,COBALT LS LEVEL 2        ,111266,Accurate,CHEVROLET,Passenger,341,Compact,2.2L,Gasoline,Automatic,341,4500
3A4FY58B56T205678,2006,Silver,Van,4 Cylinder,PT CRUISER TOURINGEDITION,98582,Accurate,CHRYSLER,Truck,396,Mid-size,2.4L,Gasoline,Automatic,396,4800
1LNHM81V46Y627967,2006,Gray,4 Door,8 Cylinder,TOWN CAR SIGNATURE       ,89386,Accurate,LINCOLN,Passenger,474,Full-size,4.6L,Flex - Fuel,Automatic,474,6360
KMHDU46D18U420342,2008,Blue,4 Door,4 Cylinder,ELANTRA GLS/SE/LTD       ,89862,Accurate,HYUNDAI,Passenger,251,Mid-size,2.0L,Gasoline,Automatic,251,4520
1FMYU03117KA97392,2007,Tan,SUV,6 Cylinder,ESCAPE,137618,Accurate,FORD,Truck,549,SUV,3.0L,Gasoline,Automatic,549,4200
3FAHP07107R237343,2007,Silver,4 Door,6 Cylinder,FUSION,78245,Accurate,FORD,Passenger,148,Mid-size,3.0L,Gasoline,Automatic,148,3500
1G1AL58F787106068,2008,Silver,4 Door,4 Cylinder,COBALT LT                ,91713,Accurate,CHEVROLET,Passenger,382,Compact,2.2L,Gasoline,Automatic,382,4900
3D4GH57V89T591252,2009,Black,SUV,6 Cylinder,JOURNEY,142424,Accurate,DODGE,Truck,366,Compact,3.5L,Gasoline,Automatic,366,4690
2C3KA43R27H887442,2007,Silver,4 Door,6 Cylinder,300,90971,Accurate,CHRYSLER,Passenger,86,Full-size,2.7L,Gasoline,Automatic,86,6725
1FAFP52U44G130160,2004,Black,4 Door,6 Cylinder,TAURUS LX                ,96712,Accurate,FORD,Passenger,425,Mid-size,3.0L,Gasoline,Automatic,425,4500
1G1ND52F35M184335,2005,Tan,4 Door,4 Cylinder,CLASSIC                  ,108896.3333,Accurate,CHEVROLET,Passenger,296,Mid-size,2.2L,Gasoline,Automatic,296,2180
2CKDL63F076046269,2007,Grey,SUV,6 Cylinder,TORRENT                  ,125088,Inaccurate,PONTIAC,Truck,518,SUV,3.4L,Gasoline,Automatic,518,4885
3GNDA23D06S538795,2006,PURPLE,Van,4 Cylinder,HHR LT                   ,106168,Accurate,CHEVROLET,Truck,87,Mid-size,2.2L,Gasoline,Automatic,87,5500
KNAFG525877083526,2007,Charcoal,4 Door,4 Cylinder,RONDO,91475,Accurate,KIA,Passenger,474,Van,2.4L,Gasoline,Automatic,474,5000
1G1ZC5E16BF350819,2011,Silver,4 Door,4 Cylinder,MALIBU                   ,114307.6667,Accurate,CHEVROLET,Passenger,370,Mid-size,2.4L,Gasoline,Automatic,370,6500
1GNDT13S952256488,2005,Gray,SUV,6 Cylinder,TRAILBLAZER LS/LT        ,109600,Accurate,CHEVROLET,Truck,348,SUV,4.2L,Gasoline,Automatic,348,6000
1FAFP53U17A162554,2007,Green,4 Door,6 Cylinder,TAURUS SE                ,128454,Accurate,FORD,Passenger,485,Mid-size,3.0L,Gasoline,Automatic,485,4700
1G2ZG58B674187239,2007,Red,4 Door,4 Cylinder,G6                       ,120732,Accurate,PONTIAC,Passenger,429,Mid-size,2.4L,Gasoline,Automatic,429,2800
1G2ZG57B384152922,2008,Red,4 Door,4 Cylinder,G6                       ,107358,Accurate,PONTIAC,Passenger,429,Mid-size,2.4L,Gasoline,Automatic,429,3935
1C3CDZAB7CN322457,2012,Silver,4 Door,4 Cylinder,AVENGER                  ,121398,Accurate,DODGE,Passenger,355,Mid-size,2.4L,Gasoline,Automatic,355,5300
1GNDT13S682254119,2008,Burgundy,SUV,6 Cylinder,TRAILBLAZER              ,44572.33333,Accurate,CHEVROLET,Truck,222,SUV,4.2L,Gasoline,Automatic,222,4900
KNAGG4A80A5384773,2010,Black,4 Door,4 Cylinder,OPTIMA LX                ,106365,Accurate,KIA,Passenger,382,Mid-size,2.4L,Gasoline,Automatic,382,5700
5NMSG13D49H239539,2009,Silver,SUV,6 Cylinder,SANTA FE                 ,125947,Accurate,HYUNDAI,Truck,359,SUV,2.7L,Gasoline,Automatic,359,5665
1FAHP2EWXAG159890,2010,Blue,4 Door,6 Cylinder,TAURUS                   ,140679,Accurate,FORD,Passenger,556,Mid-size,3.5L,Gasoline,Automatic,556,3570
5N1ED28T43C702809,2003,Black,SUV,6 Cylinder,XTERRA XE/SE             ,102091,Accurate,NISSAN,Truck,291,SUV,3.3L,Gasoline,Automatic,291,5400
1C3CCCAB1FN535800,2015,BLACK,4 Door,4 Cylinder,200,115884,Accurate,CHRYSLER,Passenger,385,Mid-size,2.4L,Gasoline,Automatic,385,7930
2G1WW12E749281385,2004,Silver,2 Door,6 Cylinder,MONTE CARLO LS           ,94666,Accurate,CHEVROLET,Passenger,228,Full-size,3.4L,Gasoline,Automatic,228,3850
2G2WS542651167010,2005,Gray,4 Door,6 Cylinder,GRAND PRIX GT            ,107854,Accurate,PONTIAC,Passenger,67,Full-size,3.8L,Gasoline,Automatic,67,5085
2G1WH55K859331425,2005,BURGUNDY,4 Door,6 Cylinder,IMPALA LS                ,116359,Accurate,CHEVROLET,Passenger,79,Full-size,3.8L,Gasoline,Automatic,79,4600
1B3CC4FB4AN103545,2010,White,4 Door,4 Cylinder,AVENGER                  ,116440.6667,Accurate,DODGE,Passenger,292,Mid-size,2.4L,Gasoline,Automatic,292,4685
KNAFE121565223733,2006,Blue,4 Door,4 Cylinder,NEW SPECTRA,93752,Accurate,KIA,Passenger,378,Compact,2.0L,Gasoline,Automatic,378,4515
1FAHP35N19W214029,2009,White,4 Door,4 Cylinder,FOCUS                    ,119525,Accurate,FORD,Passenger,425,Compact,2.0L,Gasoline,5-Speed,425,4300
5GZDV03L26D184026,2006,Burgundy,Van,6 Cylinder,RELAY,122875,Accurate,SATURN,Truck,386,Van,3.5L,Gasoline,Automatic,386,3800
2B3KA43G57H870551,2007,Black,4 Door,6 Cylinder,CHARGER SE/SXT           ,77038,Accurate,DODGE,Passenger,255,Full-size,3.5L,Gasoline,Automatic,255,7900
1G1ZT62865F105577,2005,Blue,2 Door,6 Cylinder,MALIBU                   ,86695,Accurate,CHEVROLET,Passenger,388,Mid-size,3.5L,Gasoline,Automatic,388,4900
1G1ZW63186F173406,2006,BLUE,4 Door,6 Cylinder,MALIBU MAXX SS           ,116886.3333,Accurate,CHEVROLET,Passenger,76,Mid-size,3.9L,Gasoline,Automatic,76,5790
5GADT13S542316324,2004,White,SUV,6 Cylinder,RAINIER CXL              ,122266,Accurate,BUICK,Truck,364,SUV,4.2L,Gasoline,Automatic,364,5200
1D4HB38N36F172384,2006,Black,SUV,8 Cylinder,DURANGO                  ,115337,Accurate,DODGE,Truck,214,SUV,4.7L,Gasoline,Automatic,214,4095
1FAFP55S73G150122,2003,Grey,4 Door,6 Cylinder,TAURUS SES               ,110064,Accurate,FORD,Passenger,187,Mid-size,3.0L,Gasoline,Automatic,187,3800
2C3KA43R08H186464,2008,Black,4 Door,6 Cylinder,300 LX                   ,104166,Accurate,CHRYSLER,Passenger,119,Full-size,2.7L,Gasoline,Automatic,119,7825
KNDJF724387469517,2008,White,SUV,4 Cylinder,SPORTAGE                 ,112556,Accurate,KIA,Truck,215,SUV,2.0L,Gasoline,Automatic,215,3695
2G1WF52E239298536,2003,Silver,4 Door,6 Cylinder,IMPALA                   ,125496,Accurate,CHEVROLET,Passenger,423,Full-size,3.4L,Gasoline,Automatic,423,3255
3G5DA03L96S555087,2006,Silver,SUV,6 Cylinder,RENDEZVOUS CX/CXL        ,121002,Accurate,BUICK,Truck,398,SUV,3.5L,Gasoline,Automatic,398,5635
4F2YZ02Z26KM05021,2006,Gray,SUV,4 Cylinder,TRIBUTE I                ,106314,Inaccurate,MAZDA,Truck,397,SUV,2.3L,Gasoline,Automatic,397,5300
1GNDT13X44K113409,2004,Tan,SUV,6 Cylinder,BLAZER                   ,83958.2,Accurate,CHEVROLET,Truck,329,SUV,4.3L,Gasoline,Automatic,329,4447.5
1B3HB48B37D570475,2007,White,4 Door,4 Cylinder,CALIBER SXT              ,117671,Inaccurate,DODGE,Passenger,368,Mid-size,2.0L,Gasoline,Automatic,368,4670
2G1WF52E759278107,2005,White,4 Door,6 Cylinder,IMPALA                   ,127106,Accurate,CHEVROLET,Passenger,409,Full-size,3.4L,Gasoline,Automatic,409,4100
1G8AJ54F95Z139635,2005,Beige,4 Door,4 Cylinder,ION,116519,Accurate,SATURN,Passenger,238,Compact,2.2L,Gasoline,Automatic,238,4900
KMHDN46D75U107286,2005,White,4 Door,4 Cylinder,ELANTRA GLS/GT           ,116173,Accurate,HYUNDAI,Passenger,300,Mid-size,2.0L,Gasoline,5-Speed,300,3775
1G1AK55F467867290,2006,Silver,4 Door,4 Cylinder,COBALT LS                ,86037,Accurate,CHEVROLET,Passenger,306,Compact,2.2L,Gasoline,Automatic,306,4400
2D8GP44L66R618042,2006,Blue,Van,6 Cylinder,GRAND CARAVAN SXT        ,98520,Accurate,DODGE,Truck,366,Van,3.8L,Gasoline,Automatic,366,5100
1FAHP34N26W254164,2006,Black,4 Door,4 Cylinder,FOCUS ZX4                ,110526,Inaccurate,FORD,Passenger,437,Compact,2.0L,Gasoline,Automatic,437,4600
1G4CW54K454102742,2005,Silver,4 Door,6 Cylinder,PARK AVENUE              ,126546,Accurate,BUICK,Passenger,366,Full-size,3.8L,Gasoline,Automatic,366,3700
5N1AA0NCXAN600562,2010,Gray,SUV,8 Cylinder,ARMADA                   ,125024,Accurate,NISSAN,Truck,189,SUV,5.6L,Gasoline,Automatic,189,10300
1B3LC46D99N574300,2009,Silver,4 Door,6 Cylinder,AVENGER SE/SXT           ,105720,Accurate,DODGE,Passenger,251,Mid-size,2.7L,Flex - Fuel,Automatic,251,5000
1G2ZF55B564271087,2006,Silver,4 Door,4 Cylinder,G6 SE                    ,92187,Accurate,PONTIAC,Passenger,149,Mid-size,2.4L,Gasoline,Automatic,149,5500
2G1WC581269103956,2006,Silver,4 Door,6 Cylinder,IMPALA LT                ,121140.3333,Accurate,CHEVROLET,Passenger,446,Full-size,3.9L,Gasoline,Automatic,446,5155
4F2CZ02ZX8KM30536,2008,Red,SUV,4 Cylinder,TRIBUTE,138003,Accurate,MAZDA,Truck,432,SUV,2.3L,Gasoline,Automatic,432,4145
